品类,小类,功能,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,定时加热开关,定时加热开关开,开启定时加热功能,启动定时加热模式,定时加热按钮开,定时加热关,关闭定时加热,定时加热功能关闭,结束定时加热,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,定时加热时间设置,1小时后定时加热,2小时后开启定时加热,定时加热时间为4小时后,5小时开始加热,加热功能6小时后开启,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,自动保温开关,打开自动保温开关,自动保温开,自动保温功能开,开启自动保温模式,自动保温按钮开,关闭自动保温,自动保温功能关闭,结束自动保温,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,便捷模式(茶、咖啡、牛奶、豆浆、花茶、柠檬水),便捷模式茶模式开,便捷模式咖啡模式开,便捷模式牛奶模式开,便捷模式豆浆模式开,便捷模式花茶模式开,便捷模式柠檬水模式开,选择茶模式,模式切换到牛奶模式,模式选咖啡模式,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,制冰机,有无执行任务,制冰机什么时候开始工作,制冰机有无预约任务,制冰机预约任务什么时候执行,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"制冰机开,关",制冰机开始工作,把制冰机打开,制冰机开,关闭制冰机,制冰机关,制冰机停止工作,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,冰块类型(小冰模式、中冰模式、大冰模式),制冰机模式选择小冰模式小冰模式开启,,小冰模式开,选择小冰模式,小冰功能启用,制冰机模式选择中冰模式,中冰模式开启,中冰模式开,选择中冰模式,中冰功能启用,制冰机模式选择大冰模式,大冰模式开启,大冰模式开,选择大冰模式,大冰功能启用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,告警,制冰机功能是否正常,制冰机状态是否有异常,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,抽油机,电源开关,抽油烟机开关开,打开抽油烟机,把抽油烟机打开,抽油烟机开,开油烟机,油烟机按钮打开,抽油烟机开关关,关闭抽油烟机,把抽油烟机关闭,抽油烟机开关关,关油烟机,油烟机按钮关闭,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,明暗开关,明暗开关打开,明暗开关开,打开明暗开关,开明暗开关,把明暗开关打开,明暗开关关闭,明暗开关关,关闭明暗开关,关明暗开关,把明暗开关关闭,明暗按钮开关打开,明暗按钮开关关闭,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,风速(低速、中速、高速),风速选择低速,风速切换到低速,风速调到低档,风速选择中速,风速切换到中速,风速调到中档,风速选择高速,风速切换到高速,风速调到高档,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,照明模式,照明开关打开,照明开关开,打开照明开关,开照明开关,把照明开关打开,照明按钮打开,照明开关关闭,照明开关关,关闭照明开关,关照明开关,把照明开关关闭,照明按钮关闭,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,延时关风(小时、分钟),延时2小时后关,抽油烟机1小时后关闭,延时关风时间为6分钟,8分钟后关闭抽油烟机,延时关风功能6分钟后启用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,提醒,抽油烟机是否需要清理,是否需要清理抽油烟机,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,电烤箱,当前温度,烤箱当前温度多少,烤箱当前温度多高,烤箱温度是多少,现在烤箱温度多少,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"电烤箱总开,关",烤箱开关开,打开烤箱,把烤箱打开,烤箱开,开烤箱,烤箱按钮打开,烤箱开关关,关闭烤箱,把烤箱关闭,烤箱开关关,关烤箱,烤箱按钮关闭,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,照明开关,照明开关打开,照明开关开,打开照明开关,开照明开关,把照明开关打开,照明按钮打开,照明开关关闭,照明开关关,关闭照明开关,关照明开关,把照明开关关闭,照明按钮关闭,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,锁屏开关,锁屏,童锁开,把童锁打开,锁屏关闭,把屏幕上锁,把童锁关了,关童锁,关闭童锁,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,模式选择(烧烤、焙烤、快热、解冻、底加热、风扇烤),开启烧烤模式,烧烤模式开,切换到烧烤模式,启用烧烤模式,开启焙烤模式,焙烤模式开,切换到焙烤模式,启用焙烤模式,开启快烤模式,快烤模式开,切换到快烤模式,启用快烤模式,开启解冻模式,解冻模式开,切换到解冻模式,启用解冻模式,开启底加热模式,底加热模式开,切换到底加热模式,启用底加热模式,开启风扇烤模式,风扇烤模式开,切换到风扇烤模式,启用风扇烤模式,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"启动,暂停开关",启用电烤箱,启动烤箱,烤箱开始工作,暂停电烤箱,暂停烤箱,烤箱暂停工作,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"转烤开,关",转烤开关打开,转烤开关开,打开转烤开关,开转烤开关,把转烤开关打开,转烤按钮打开,转烤开关关闭,转烤开关关,关闭转烤开关,关转烤开关,把转烤开关关闭,转烤按钮关闭,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"风机开,关",风机开关打开,风机开关开,打开风机开关,开风机开关,把风机开关打开,风机按钮打开,风机开关关闭,风机开关关,关闭风机开关,关风机开关,把风机开关关闭,风机按钮关闭,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,工作时间设定(5~90min),烤箱工作时间设定25分钟,烤箱工作40分钟,46分钟后关闭烤箱,19分钟后烤箱停止工作,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,温度设定(80~230°),烤箱温度设置80度,设置烤箱温度为120度,烤箱工作温度90度,烤箱温度选择98度,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,告醒,烤箱功能是否正常,烤箱状态是否有异常,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,电烤炉,剩余时间,电烤炉剩余时间是多少,电烤炉还剩多长时间,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,火炉温度,火炉当前温度多少,火炉当前温度多高,火炉温度是多少,现在火炉温度多少,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,当前肉温01,肉温01当前温度是多少,上报当前肉温,肉温01温度多高,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,当前肉温02,肉温02当前温度是多少,上报当前肉温,肉温02温度多高,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,当前执行步骤,当前执行的是哪个步骤,电烤炉现在执行到哪一步了,烤炉现在在哪一步,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"电烤炉总开,关",电烤炉开关打开,电烤炉开关开,打开电烤炉开关,开电烤炉开关,把电烤炉开关打开,电烤炉按钮打开,电烤炉开关关闭,电烤炉开关关,关闭电烤炉开关,关电烤炉开关,把电烤炉开关关闭,电烤炉按钮关闭,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"华氏,摄氏转换",烤炉现在用的是华氏度单位还是摄氏度单位,烤炉温度现在用的单位是什么,烤炉温度的单位是什么,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"添加,删除步骤",添加步骤二,添加步骤三,添加个步骤二,添加个步骤,删除步骤3,把步骤2删了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,温控探针选择(炉温、肉温01、肉温02),温控探针选择炉温模式,探针选择肉温01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"步骤1,2,3烹饪时间(0~900)",步骤1烹饪时间选择20分钟,步骤2烹饪时长40分钟,步骤3烹饪时间60分钟,步骤2烹饪时间选择为80分钟,烹饪时间45分钟,步骤2烹饪半个小时,15分钟后步骤3烹饪结束,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"步骤1,2,3炉温设置(76~315)",步骤1炉温设置为100度,步骤2炉温79度,步骤3炉温选择120度,步骤2的炉温最高200度,第一步的炉温30度,第二步炉温设置为300度,第三步炉温降到78度,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"步骤1,2,3肉温01设置(50~315)",第一步的肉温01 30度,第二步肉温01设置为300度,第三步肉温01降到78度,步骤1肉温01设置为100度,步骤2肉温0179度,步骤3肉温01选择120度,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"步骤1,2,3肉温02设置(50~315)",第一步的肉温02 30度,第二步肉温02设置为300度,第三步肉温02降到78度,步骤1肉温02设置为100度,步骤2肉温0279度,步骤3肉温02选择120度,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,消毒柜,定时任务显示,当前有什么预约任务,现在有什么定时任务,定时任务上报下,消毒柜什么时候开始工作,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"消毒柜总开,关",消毒柜开关打开,消毒柜开关开,打开消毒柜开关,开消毒柜开关,把消毒柜开关打开,消毒柜按钮打开,消毒柜开关关闭,消毒柜开关关,关闭消毒柜开关,关消毒柜开关,把消毒柜开关关闭,消毒柜按钮关闭,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"照明开,关",照明开关打开,照明开关开,打开照明开关,开照明开关,把照明开关打开,照明按钮打开,照明开关关闭,照明开关关,关闭照明开关,关照明开关,把照明开关关闭,照明按钮关闭,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"保湿开,关",保湿开关打开,保湿开关开,保湿照明开关,开保湿开关,把保湿开关打开,保湿按钮打开,保湿开关关闭,保湿开关关,关闭保湿开关,关保湿开关,把保湿开关关闭,保湿按钮关闭,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,模式选择(自动模式、消毒、烘干、清洗、电热清洗时间、风机),模式选择自动模式,自动模式开启,自动模式开,选择自动模式,自动模式功能启用,模式选择消毒模式,消毒模式开启,消毒模式开,选择消毒模式,消毒功能启用,模式选择烘干模式,烘干模式开启,烘干模式开,选择烘干模式,烘干功能启用,模式选择清洗模式,清洗模式开启,清洗模式开,选择清洗模式,清洗功能启用,模式选择电热清洗模式,电热清洗模式开启,电热清洗模式开,选择电热清洗模式,电热清洗功能启用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,工作时间(6~120min),消毒柜工作时间设定52分钟,消毒柜工作4分钟,64分钟后关闭消毒柜,39分钟后消毒柜停止工作,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,预约开关,预约3小时后消毒柜开,消毒柜10点30开始工作,15点40关闭消毒柜,14点消毒柜停止工作,预约消毒柜16点开关关,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,电蒸炉,当前温度,电蒸炉当前温度多少,电蒸炉当前温度多高,电蒸炉温度是多少,现在电蒸炉温度多少,上报下电蒸炉当前温度,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"电蒸炉总开,关",电蒸炉开关打开,电蒸炉开关开,打开电蒸炉开关,开电蒸炉开关,把电蒸炉开关打开,电蒸炉按钮打开,电蒸炉开关关闭,电蒸炉开关关,关闭电蒸炉开关,关电蒸炉开关,把电蒸炉开关关闭,电蒸炉按钮关闭,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"照明开,关",打开电蒸炉的照明,关闭电蒸炉的照明,照明开关打开,照明开关开,打开照明开关,开照明开关,把照明开关打开,照明按钮打开,照明开关关闭,照明开关关,关闭照明开关,关照明开关,把照明开关关闭,照明按钮关闭,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"童锁开,关",打开电蒸炉的童锁开关,关闭电蒸炉的童锁,锁屏,童锁开,把童锁打开,锁屏关闭,把屏幕上锁,把童锁关了,关童锁,关闭童锁,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,模式选择(肉类、蛋类、糕点、蔬菜、蹄筋、解冻),开启肉类模式,肉类模式开,切换到肉类模式,启用肉类模式,选择肉类模式,开启蛋类模式,蛋类模式开,切换到蛋类模式,启用蛋类模式,选择蛋类模式,开启糕点模式,糕点模式开,切换到糕点模式,启用糕点模式,选择糕点模式,开启蔬菜模式,蔬菜模式开,切换到蔬菜模式,启用蔬菜模式,选择蔬菜模式,开启蹄筋模式,蹄筋模式开,切换到蹄筋模式,启用蹄筋模式,选择蹄筋模式,开启解冻模式,解冻模式开,切换到解冻模式,启用解冻模式,选择解冻模式,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,工作时间设定(0~30min),电蒸炉工作时间设定45分钟,电蒸炉工作8分钟,26分钟后关闭电蒸炉,11分钟后电蒸炉停止工作,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,温度设定(30~120°),电蒸炉温度设置80度,设置电蒸炉温度为120度,电蒸炉工作温度90度,电蒸炉温度选择98度,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"启动,暂停开关",启用电蒸炉,启动电蒸炉,电蒸炉开始工作,暂停电蒸炉,暂停电蒸炉,电蒸炉暂停工作,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,报警,电蒸炉有没有报警,电蒸炉状态正常嘛,最近有没有电蒸炉的报警,电蒸炉功能都正常吗？,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,酒柜,上层温度,酒柜上层温度多少,酒柜上层温度多高,当前上层温度多少,上报下上层温度,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,中层温度,酒柜中层温度多少,酒柜中层温度多高,当前中层温度多少,上报下中层温度,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,下层温度,酒柜下层温度多少,酒柜下层温度多高,当前下层温度多少,上报下下层温度,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,环境温度,当前环境温度多少度,现在所处环境温度是多少,现在多少度了,环境温度多少摄氏度了,当前温度多高,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,环境湿度,当前环境湿度多少度,现在所处环境湿度是多少,湿度多少,上报当前湿度,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"酒柜总开,关",酒柜开关打开,酒柜开关开,打开酒柜开关,开酒柜开关,把酒柜开关打开,酒柜按钮打开,酒柜开关关闭,酒柜开关关,关闭酒柜开关,关酒柜开关,把酒柜开关关闭,酒柜按钮关闭,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"摄氏,华氏转换",酒柜现在用的是华氏度单位还是摄氏度单位,酒柜温度现在用的单位是什么,酒柜温度的单位是什么,酒柜温度使用华氏单位,酒柜用摄氏度做温度单位,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"顶灯开,关",顶灯开关打开,顶灯开关开,打开顶灯开关,开顶灯开关,把顶灯开关打开,顶灯按钮打开,顶灯开关关闭,顶灯开关关,关顶灯开关,把顶灯开关关闭,顶灯按钮关闭,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"除霜开,关",打开除霜开关,除霜开,除霜功能开,开启除霜模式,除霜按钮开,打开除霜关,除霜关,除霜功能关,关闭除霜模式,除霜按钮关,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,模式选择(制冷、强制制冷、展示、速冷、速冻、速冻加速),开启制冷模式,制冷模式开,切换到制冷模式,启用制冷模式,选择制冷模式,开启强制制冷模式,强制制冷模式开,切换到强制制冷模式,启用强制制冷模式,选择强制制冷模式,开启展示模式,展示模式开,切换到展示模式,启用展示模式,选择展示模式,开启速冷模式,速冷模式开,切换到速冷模式,启用速冷模式,选择速冷模式,开启速冻模式,速冻模式开,切换到速冻模式,启用速冻模式,选择速冻模式,开启速冻加速冷模式,速冻加速冷模式开,切换到速冻加速冷模式,启用速冻加速冷模式,选择速冻加速冷模式,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,除露设置(0~10),除露选择2,除露设置为9,除露档位切换到7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,上层温度设置,上层温度设置为40度,上层工作温度为35度,上层温度选择56度,上层温度调到65度,上层温度调大到98度,上层温度减小到60度,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,中层温度设置,中层温度设置为40度,中层工作温度为35度,中层温度选择56度,中层温度调到65度,中层温度调大到98度,中层温度减小到60度,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,下层温度设置,下层温度设置为40度,下层工作温度为35度,下层温度选择56度,下层温度调到65度,下层温度调大到98度,下层温度减小到60度,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,壁挂炉,"总开,关",壁挂炉开关打开,壁挂炉开关开,打开壁挂炉开关,开壁挂炉开关,把壁挂炉开关打开,壁挂炉按钮打开,壁挂炉开关关闭,壁挂炉开关关,关闭壁挂炉开关,关壁挂炉开关,把壁挂炉开关关闭,壁挂炉按钮关闭,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,当前温度,壁挂炉当前温度多少,壁挂炉当前温度多高,壁挂炉温度是多少,现在壁挂炉温度多少,上报下壁挂炉当前温度,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,设置温度,壁挂炉当前设置温度多少,壁挂炉当前设置温度多高,壁挂炉设置温度是多少,现在壁挂炉设置温度多少,上报下壁挂炉当前设置温度,壁挂炉设置的温度是多少,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,定时状态,壁挂炉什么时候开始工作,当前有什么预约任务,现在有什么定时任务,定时任务上报下,壁挂炉什么时候停止工作,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,循环泵(关、正常运行、强制运行),壁挂炉循环泵关,壁挂炉循环泵关闭,关掉壁挂炉循环泵,壁挂炉循环泵正常运行,壁挂炉循环泵切换到正常运行模式,壁挂炉循环泵选择正常运行模式,壁挂炉循环泵强制运行,壁挂炉循环泵切换到强制运行模式,壁挂炉循环泵选择强制运行模式,循环泵强制运行,循环泵正常运行,正常运行循环泵,强制运行循环泵,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"工作档位(1,2,3档)",壁挂炉工作档位调大2档,壁挂炉档位选择1档,壁挂炉档位切换到3档,壁挂炉档位设置为2档,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,宽温度设置(20~85°),壁挂炉宽温度设置20度,壁挂炉宽温度选择40度,壁挂炉宽温度最高85度,壁挂炉宽温度80度,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,启动加热温差设置(5~20°),壁挂炉启动加热温差设置为5,壁挂炉启动加热温差为20,启动加热温差为39,启动加热温差选择4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,循环泵开启温度设置(10~60°),循环泵开启温度50度,循环泵开启温度为52度,循环泵工作温度60度,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,时间校对,"当前时间10点24分56秒,校验下当前时间",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,预约开关,预约3小时后壁挂炉开,壁挂炉10点30开始工作,15点40关闭壁挂炉,14点壁挂炉停止工作,预约壁挂炉16点开关关,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,告警,壁挂炉有没有报警,壁挂炉状态正常嘛,最近有没有壁挂炉的报警,壁挂炉功能都正常吗？,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
生活电器,空调,环境温度,当前的环境温度,当前的环境温度是多少,现在多少度,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,分组命名,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,总开关,开灭蚊灯,打开灭蚊灯,开开灭蚊灯,开灭蚊灯电源,启动灭蚊灯,开始灭蚊灯,开始灭蚊,开启灭蚊灯,开灭蚊灯,关闭灭蚊灯,关灭蚊灯,关上灭蚊灯,停止灭蚊灯,关闭灭蚊灯电源,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,除湿开关,打开除湿开关,开除湿开关,启动除湿开关,开启除湿开关,开除湿开关,开开除湿开关,除湿开关启动,启用除湿开关,除湿开关关,关除湿开关,停止除湿,关闭除湿开关,关上除湿开关,闭掉除湿开关,除湿开关关闭,毙掉除湿开关,不要除湿,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,模式设置(自动、制热、送风、制冷),"空调设置成(自动,制热,送风,制冷)模式","空调设置为(自动,制热,送风,制冷)模式","空调设成(自动,制热,送风,制冷)模式","空调调整成(自动,制热,送风,制冷)模式","空调调整到(自动,制热,送风,制冷)模式","空调调成(自动,制热,送风,制冷)模式","空调调到(自动,制热,送风,制冷)模式","空调开启(自动,制热,送风,制冷)模式","空调启动(自动,制热,送风,制冷)模式",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,温度设定(17-30度),"空调温度设置成(0,50)模式",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
